"NUMPOL","EXPO","ZONA","POTENCIA","ANTIGUEDAD_VEHICULO","EDAD_CONDUCTOR","BONO","MARCA","COMBUSTIBLE","DENSIDAD","REGION"
21087,0.01,"C",7,8,69,50,5,"E",24,13
21230,0.32,"B",13,1,70,50,3,"E",82,13
21273,1,"C",4,1,71,50,1,"E",82,13
21288,1,"C",6,1,77,50,1,"E",82,13
21355,1,"E",5,21,50,50,1,"E",91,13
21380,1,"D",7,6,42,50,2,"D",82,13
21384,0.66,"C",6,7,43,50,2,"D",82,13
21397,1,"C",10,14,53,50,2,"D",24,13
21437,0.91,"D",6,4,55,50,2,"D",24,13
21471,0.53,"D",6,9,40,50,1,"D",52,13
21511,0.87,"C",7,7,53,50,1,"E",53,13
21513,1,"C",5,2,46,61,5,"E",52,13
21529,1,"C",4,12,65,50,4,"E",53,13
21615,0.14,"A",6,7,67,55,2,"D",24,13
21616,0.85,"A",6,5,67,50,2,"D",24,13
21622,1,"A",6,5,70,50,1,"D",24,13
21626,1,"A",5,7,64,55,5,"D",24,13
21628,1,"A",4,10,51,62,6,"E",24,13
21650,1,"B",7,3,39,50,2,"E",24,13
21759,1,"A",6,3,64,50,1,"D",24,13
21779,0.93,"E",4,0,55,75,4,"E",26,5
21781,0.47,"B",10,7,49,50,12,"E",24,13
21799,1,"C",5,3,52,50,5,"E",24,13
21817,0.87,"C",7,0,57,50,1,"E",24,13
21826,0.31,"C",6,0,53,50,2,"E",24,13
21846,0.5,"A",7,4,52,50,2,"E",24,13
21931,0.91,"A",5,9,50,50,2,"E",24,13
21967,1,"A",5,7,77,50,1,"D",24,13
22002,1,"C",7,5,50,50,2,"D",24,13
22047,1,"A",6,8,38,59,1,"D",24,13
22053,1,"C",9,13,58,50,1,"E",24,13
22061,1,"C",4,1,42,50,1,"E",26,13
22067,0.89,"A",5,4,60,50,1,"E",24,13
22087,0.37,"A",5,2,61,50,2,"E",24,13
22088,0.62,"A",6,0,61,50,2,"E",24,13
22094,1,"C",7,14,57,68,1,"E",24,7
22110,0.00273224043715847,"A",7,3,51,50,3,"D",24,13
22158,0.08,"C",5,10,45,50,2,"D",24,13
22163,0.91,"B",4,12,83,50,1,"E",24,13
22165,0.41,"F",6,8,57,95,1,"D",11,1
22176,1,"D",5,7,76,50,2,"E",24,13
22223,1,"A",4,22,81,50,1,"E",24,13
22257,0.29,"C",5,12,48,64,4,"E",82,8
22266,1,"A",6,15,79,50,6,"E",24,13
22272,1,"C",9,3,48,50,4,"E",93,13
22291,1,"A",7,5,38,50,2,"E",24,13
22329,1,"B",5,8,49,50,2,"D",24,13
22364,1,"A",6,3,47,50,1,"D",26,13
22380,0.65,"C",6,0,41,50,3,"D",24,13
22387,1,"C",5,5,69,50,5,"D",24,13
22421,0.29,"B",7,3,59,76,2,"E",24,5
22440,0.75,"C",7,3,70,50,10,"D",24,13
22447,1,"A",4,10,70,50,1,"E",24,13
22467,1,"A",6,1,63,50,2,"D",24,13
22485,0.65,"D",5,0,76,50,5,"D",24,13
22504,1,"C",4,3,69,95,1,"E",91,1
22559,1,"C",7,4,48,50,6,"D",53,13
22565,0.91,"C",6,6,45,50,2,"D",53,13
22611,0.08,"B",10,0,52,50,3,"E",25,13
22626,1,"C",7,4,43,50,1,"E",52,13
22629,0.63,"D",5,0,47,50,1,"D",53,13
22658,0.24,"C",7,8,48,50,2,"E",52,13
22669,0.08,"D",6,4,58,50,2,"D",53,13
22702,1,"D",7,9,58,50,14,"E",54,13
22719,1,"E",7,12,43,50,1,"E",52,13
22768,0.25,"C",5,0,69,50,2,"E",53,13
22797,0.55,"E",6,7,51,50,13,"E",53,13
22889,1,"B",7,6,44,50,2,"D",25,13
22897,0.62,"A",7,6,62,55,2,"E",24,13
22913,0.72,"E",6,7,51,50,1,"E",11,13
22951,1,"B",7,20,57,50,1,"E",53,13
23099,1,"C",5,4,45,50,2,"D",82,13
23115,0.58,"C",7,8,73,50,5,"E",54,13
23147,0.4,"E",13,2,56,50,13,"E",82,13
23179,1,"C",5,11,38,57,2,"D",82,10
23206,1,"C",8,4,69,50,1,"D",54,13
23261,0.34,"D",4,6,66,50,5,"E",11,13
23272,1,"A",5,13,61,50,1,"E",24,13
23279,0.68,"C",5,6,40,50,1,"E",53,13
23283,0.87,"B",5,15,49,50,2,"E",53,13
23373,1,"C",10,13,79,50,14,"E",24,13
23383,1,"E",4,2,51,50,1,"E",24,13
23420,1,"C",4,10,58,50,1,"E",24,13
23435,1,"E",4,7,78,54,2,"E",82,11
23441,0.08,"D",4,8,43,50,5,"E",24,13
23452,0.43,"B",14,14,40,55,10,"D",24,13
23458,0.12,"A",4,3,46,50,2,"E",24,13
23530,1,"D",7,5,44,60,1,"D",24,9
23546,0.01,"D",7,3,63,50,1,"E",24,13
23563,0.09,"D",7,13,45,95,6,"E",24,1
23582,1,"D",6,12,40,76,5,"E",91,5
23685,0.77,"D",4,2,52,50,4,"E",24,13
23713,0.75,"D",7,14,51,50,2,"E",24,13
23744,0.09,"A",10,5,66,50,13,"D",24,13
23762,0.06,"D",7,0,44,50,2,"E",24,13
23865,0.9,"C",4,12,26,85,1,"E",53,3
23881,1,"D",5,6,52,50,1,"E",53,13
23887,1,"C",5,2,40,50,5,"E",53,13
23891,1,"B",5,3,29,76,5,"E",53,5
23965,0.06,"E",11,0,35,57,10,"D",11,10
24032,1,"A",6,3,25,76,3,"E",53,5
24035,1,"D",6,8,43,50,1,"D",53,13
24040,1,"B",6,2,27,90,2,"E",53,2
24058,1,"C",8,20,55,50,5,"D",22,13
24067,1,"B",7,16,54,50,1,"D",53,13
24119,1,"B",6,12,50,50,2,"E",53,13
24134,1,"D",6,11,44,55,1,"D",53,13
24151,1,"C",6,6,43,50,1,"E",53,13
24161,0.24,"D",7,2,45,50,2,"D",53,13
24171,0.3,"F",9,5,36,57,6,"E",11,10
24201,0.59,"C",4,1,30,56,12,"E",53,13
24220,1,"D",6,13,52,50,2,"D",53,13
24253,1,"B",5,13,75,50,3,"D",53,13
24339,0.47,"B",9,2,40,50,14,"D",24,13
24356,0.49,"C",4,12,28,67,5,"E",24,7
24398,0.59,"B",10,7,48,50,5,"D",24,13
24402,1,"A",6,6,66,50,2,"D",24,13
24415,1,"B",7,5,74,52,2,"E",24,13
24480,1,"C",6,10,60,50,2,"D",24,13
24493,1,"A",6,5,27,64,1,"D",24,8
24531,0.8,"B",6,30,68,50,1,"E",24,13
24612,1,"A",6,3,26,68,1,"D",24,7
24615,1,"A",4,10,28,51,1,"E",24,12
24675,0.63,"E",6,7,26,72,2,"E",24,6
24717,1,"A",5,3,35,62,1,"E",73,13
24725,0.6,"B",4,14,40,50,1,"E",24,13
24758,1,"A",7,18,71,50,2,"E",24,13
24771,0.76,"C",5,2,27,74,3,"D",53,5
24778,1,"A",4,11,61,62,2,"E",24,13
24788,1,"B",9,14,51,50,2,"D",24,13
24836,0.96,"D",7,5,48,66,1,"D",24,7
24840,0.37,"A",6,6,21,85,3,"D",24,3
24844,0.67,"B",5,7,21,76,5,"D",24,5
24853,0.18,"A",10,8,21,90,2,"D",24,2
24855,0.03,"A",7,22,21,85,2,"D",24,3
24869,1,"B",7,13,38,50,2,"D",24,13
24899,0.23,"B",10,9,23,118,2,"D",24,-1
24903,0.01,"B",10,9,23,100,2,"D",24,0
24938,1,"A",11,17,58,50,10,"D",24,13
24979,0.76,"A",9,14,29,57,14,"E",24,10
24992,1,"B",6,6,23,112,2,"D",24,-1
24995,0.04,"F",7,3,68,50,2,"E",11,13
25034,1,"A",8,8,42,50,1,"D",24,13
25044,0.86,"B",6,7,27,80,2,"D",24,4
25060,0.06,"D",12,4,49,50,10,"D",24,13
25098,0.21,"A",6,1,47,50,5,"D",24,13
25136,0.44,"D",10,15,25,90,2,"D",24,2
25152,0.34,"C",5,7,63,50,1,"E",24,13
25167,0.12,"B",9,2,38,50,13,"E",52,13
25220,1,"D",4,11,24,90,1,"E",24,2
25224,0.09,"B",6,6,29,50,2,"D",24,13
25255,1,"B",7,7,36,50,2,"D",24,13
25318,0.3,"E",7,11,23,95,2,"E",52,1
25320,0.6,"E",10,6,23,85,2,"D",52,3
25323,0.1,"B",6,3,20,85,2,"D",24,3
25325,1,"A",8,8,46,80,2,"D",24,4
25327,0.25,"C",4,6,22,80,2,"D",24,4
25339,1,"A",8,28,33,50,2,"D",24,13
25389,1,"B",7,1,33,50,1,"D",24,13
25438,0.09,"B",8,11,39,50,11,"E",11,13
25440,0.81,"B",11,0,39,50,14,"D",11,13
25442,1,"A",7,9,53,50,2,"D",24,13
25472,1,"B",7,5,29,50,1,"D",24,13
25489,1,"A",6,6,63,50,2,"D",24,13
25508,0.00273224043715847,"C",7,9,24,90,2,"E",24,2
25516,0.15,"A",7,14,58,95,2,"D",24,1
25553,1,"C",6,10,38,68,3,"D",11,7
25570,0.4,"C",7,14,28,100,11,"D",24,0
25579,1,"B",6,4,31,67,1,"D",24,7
25599,0.09,"A",7,14,46,50,1,"E",24,13
25608,0.11,"C",8,8,50,50,6,"D",24,13
25620,1,"B",4,12,26,68,2,"E",24,7
25639,0.27,"C",10,11,37,51,2,"D",24,12
25696,0.08,"B",7,16,52,77,1,"E",52,4
25755,0.78,"C",4,9,31,62,2,"D",74,13
25769,0.18,"C",9,7,32,80,11,"E",83,4
25770,0.06,"C",9,7,32,80,11,"E",83,4
25779,1,"B",6,14,34,50,1,"E",52,13
25805,0.1,"A",5,13,38,50,1,"D",74,13
25813,1,"A",5,16,48,66,2,"D",74,7
25826,1,"F",6,12,47,50,1,"D",11,13
25828,0.45,"A",9,8,38,54,4,"D",74,11
25833,1,"C",6,3,38,69,6,"D",73,6
25856,1,"C",4,5,81,50,6,"E",74,13
25864,0.01,"C",6,4,52,62,1,"D",74,13
25907,0.71,"F",7,4,27,54,6,"E",11,11
25927,1,"A",10,6,35,50,12,"D",74,13
25972,1,"C",4,8,65,50,5,"E",74,13
25995,0.48,"A",8,8,37,50,1,"D",74,13
26052,0.34,"B",7,3,46,80,2,"D",52,4
26063,0.37,"D",8,18,27,106,1,"D",54,-1
26072,0.33,"D",4,12,54,50,1,"D",52,13
26114,1,"B",9,2,40,50,1,"D",52,13
26150,0.16,"D",9,0,41,51,1,"D",23,12
26183,1,"B",5,6,44,50,1,"D",52,13
26226,1,"B",5,6,42,68,2,"D",52,7
26228,0.09,"C",4,12,29,64,5,"D",52,8
26266,0.71,"E",10,5,27,68,5,"E",52,7
26305,0.14,"E",7,6,38,50,1,"D",52,13
26317,0.79,"B",9,13,35,51,13,"E",52,12
26320,1,"E",4,8,38,64,4,"D",11,8
26333,0.06,"E",6,9,21,95,12,"E",52,1
26372,0.71,"B",6,18,63,50,3,"D",52,13
26374,0.05,"D",7,7,39,125,11,"D",52,-1
26422,1,"B",6,12,51,64,13,"E",52,8
26454,1,"A",4,7,47,68,2,"D",52,7
26458,0.9,"B",5,6,36,50,13,"D",52,13
26464,1,"B",4,6,52,52,2,"E",93,13
26504,0.21,"B",5,6,26,90,1,"E",52,2
26514,0.24,"B",5,10,36,50,2,"D",52,13
26517,1,"B",5,3,33,57,2,"D",52,10
26532,0.27,"B",5,13,28,85,1,"E",93,3
26601,0.05,"A",5,11,49,64,2,"D",52,8
26663,1,"E",5,8,49,69,6,"D",93,6
26669,1,"C",4,5,46,50,2,"E",52,13
26725,0.19,"C",7,17,46,55,1,"E",52,13
26727,0.35,"C",7,14,46,55,1,"E",52,13
26735,1,"A",5,10,60,50,2,"D",52,13
26748,0.22,"B",4,12,26,85,1,"E",52,3
26761,0.45,"A",6,12,27,68,1,"D",52,7
26775,0.6,"B",9,14,27,72,3,"E",52,6
26816,0.06,"A",6,5,45,50,2,"D",74,13
26817,1,"C",6,8,50,50,1,"D",52,13
26879,1,"C",6,13,52,50,2,"E",52,13
26976,0.09,"C",9,8,37,85,2,"E",52,3
26979,1,"C",9,14,30,57,13,"E",52,10
27013,0.12,"A",8,4,34,60,2,"D",52,9
27056,0.58,"A",7,13,33,64,1,"E",52,8
27087,0.2,"D",7,0,47,50,11,"D",52,13
27103,0.35,"C",5,4,52,50,4,"E",72,13
27126,0.02,"A",5,4,31,54,3,"D",24,11
27131,0.02,"C",7,16,44,50,1,"E",24,13
27157,0.16,"B",5,2,64,50,5,"D",22,13
27194,1,"C",6,13,49,50,1,"D",24,13
27238,0.15,"A",7,14,55,50,2,"D",24,13
27250,1,"D",9,8,37,50,2,"E",24,13
27256,0.87,"C",5,2,49,50,2,"D",24,13
27268,1,"C",7,16,26,60,1,"E",11,9
27294,1,"C",4,10,36,50,4,"D",26,13
27326,1,"A",7,9,36,50,2,"D",24,13
27356,1,"C",5,3,47,50,5,"E",24,13
27404,1,"A",6,12,23,90,3,"E",24,2
27423,0.72,"C",7,17,46,80,1,"E",24,4
27462,1,"A",7,6,64,50,2,"D",24,13
27466,0.39,"C",5,8,29,57,5,"D",24,10
27489,0.33,"E",9,10,35,68,1,"E",93,7
27514,1,"A",6,13,29,90,1,"D",24,2
27540,0.5,"C",4,13,49,50,6,"E",24,13
27563,0.95,"C",6,4,23,85,2,"D",24,3
27582,0.68,"B",6,11,28,64,2,"D",24,8
27590,1,"E",4,11,40,57,2,"E",11,10
27635,0.2,"C",5,8,29,72,3,"D",24,6
27710,0.44,"B",7,9,41,50,2,"D",24,13
27746,0.41,"C",5,14,49,62,4,"D",24,13
27777,0.07,"A",4,13,24,90,1,"E",24,2
27782,1,"B",5,8,30,76,2,"D",52,5
27787,0.28,"A",7,3,32,80,1,"D",24,4
27792,1,"C",7,13,32,51,1,"E",24,12
27797,1,"A",6,13,34,76,5,"E",24,5
27845,0.2,"E",12,4,22,90,10,"D",24,2
27853,1,"C",9,14,43,50,1,"E",24,13
27858,0.58,"B",7,19,55,50,1,"D",24,13
27862,0.2,"C",6,7,23,118,3,"D",24,-1
27869,0.37,"C",4,34,51,50,1,"E",24,13
27875,0.36,"E",7,16,22,147,1,"E",24,-1
27887,0.56,"C",10,8,34,50,12,"E",24,13
27895,0.74,"A",6,2,24,68,5,"D",24,7
27990,1,"A",7,4,31,50,2,"D",24,13
27996,0.96,"A",6,4,63,50,1,"D",24,13
28030,0.34,"E",7,19,25,112,1,"E",24,-1
28046,1,"A",4,17,61,50,6,"E",24,13
28063,1,"D",4,11,46,50,1,"E",24,13
28093,1,"A",5,6,39,50,5,"D",24,13
28095,1,"A",4,11,44,50,2,"E",52,13
28153,1,"C",5,16,28,72,2,"E",24,6
28189,1,"A",4,11,43,50,2,"E",24,13
28266,1,"C",6,17,45,50,3,"D",24,13
28271,0.91,"B",7,11,30,50,2,"D",24,13
28280,0.03,"B",5,9,24,80,2,"E",24,4
28281,0.8,"B",6,9,24,80,2,"D",24,4
28321,1,"B",6,6,50,70,6,"D",24,6
28325,0.09,"A",7,11,25,67,11,"D",25,7
28365,1,"C",6,16,45,50,1,"D",24,13
28390,0.28,"E",4,14,24,80,6,"E",24,4
28462,0.08,"A",6,3,47,50,5,"D",24,13
28511,0.04,"A",5,0,50,50,2,"D",24,13
28514,1,"A",4,15,30,51,6,"E",24,12
28517,0.98,"A",6,5,24,80,6,"D",24,4
28548,1,"C",4,17,33,68,1,"E",24,7
28586,0.00546448087431694,"A",6,10,32,57,2,"D",24,10
28604,1,"A",12,4,29,54,10,"D",24,11
28610,0.11,"D",6,2,56,50,3,"D",93,13
28615,1,"C",4,5,50,52,6,"E",24,13
28626,1,"C",8,8,55,85,2,"D",24,3
28630,0.01,"C",14,14,25,80,10,"D",24,4
28642,1,"C",7,10,52,72,1,"E",24,6
28671,0.17,"B",10,10,36,95,5,"D",24,1
28702,0.87,"C",8,16,39,76,10,"E",24,5
28703,1,"C",6,3,26,60,5,"E",24,9
28715,0.16,"C",6,5,32,57,2,"D",24,10
28768,0.37,"A",7,7,32,57,10,"D",24,10
28781,0.37,"C",4,12,26,72,1,"E",24,6
28807,0.33,"A",4,9,43,50,2,"D",24,13
28836,0.15,"C",4,19,32,60,2,"E",24,9
28928,1,"A",6,11,26,64,2,"E",24,8
28965,0.84,"A",4,0,68,50,2,"E",24,13
29042,1,"A",6,2,70,50,2,"D",24,13
29076,1,"C",4,13,77,52,2,"E",24,13
29082,0.43,"D",5,6,25,76,2,"D",24,5
29083,1,"A",9,19,41,50,3,"E",24,13
29096,1,"A",5,19,52,50,3,"D",24,13
29117,1,"A",6,2,74,55,2,"E",24,13
29119,0.57,"A",6,12,44,60,4,"D",24,9
29132,1,"A",6,1,73,50,1,"E",24,13
29194,0.35,"A",5,16,38,50,1,"D",24,13
29200,0.49,"A",7,8,20,100,12,"E",24,0
29201,1,"D",7,1,70,54,13,"E",24,11
29214,0.83,"B",9,12,20,95,2,"E",24,1
29215,1,"A",7,14,52,56,5,"E",24,13
29218,1,"A",9,18,45,58,11,"E",24,13
29242,0.74,"A",5,14,28,100,2,"E",24,0
29307,1,"C",6,12,70,50,1,"E",52,13
29354,0.27,"D",5,10,35,85,2,"E",52,3
29367,0.09,"C",7,3,50,50,2,"D",52,13
29383,0.54,"C",4,10,19,95,3,"D",52,1
29391,0.33,"C",5,6,41,52,3,"D",53,13
29408,0.79,"C",8,19,40,72,13,"D",53,6
29418,0.07,"D",10,10,40,100,2,"E",52,0
29433,0.37,"A",4,12,51,85,1,"D",52,3
29450,0.16,"D",6,10,24,118,1,"E",52,-1
29470,0.4,"D",4,11,50,50,4,"E",52,13
29475,0.74,"C",7,2,57,55,1,"E",52,13
29518,0.81,"D",10,12,47,78,12,"E",52,4
29523,0.7,"D",11,15,40,59,2,"E",52,13
29530,0.36,"D",4,16,23,90,5,"D",52,2
29536,0.52,"D",6,13,64,50,13,"E",52,13
29590,0.32,"C",9,4,49,50,1,"D",52,13
29598,0.84,"D",5,10,37,50,3,"E",52,13
29608,0.04,"D",9,2,43,112,2,"E",53,-1
29615,1,"C",7,8,35,50,1,"E",53,13
29659,0.64,"C",9,7,54,67,14,"D",53,7
29660,0.35,"C",9,7,54,56,14,"D",53,13
29677,1,"C",12,10,75,50,3,"E",53,13
29685,1,"D",5,4,31,50,4,"D",53,13
29694,0.45,"A",8,8,26,76,12,"E",24,5
29743,0.17,"A",6,17,26,80,2,"E",24,4
29748,0.87,"C",5,7,57,50,5,"D",53,13
29810,0.7,"C",6,10,26,76,2,"D",53,5
29819,0.08,"C",5,4,22,50,3,"D",53,13
29832,1,"D",6,6,33,50,3,"D",53,13
29842,0.36,"E",6,2,37,55,3,"E",54,13
29850,1,"C",7,6,42,68,2,"D",53,7
29863,0.93,"B",6,6,56,50,3,"D",53,13
29878,0.75,"D",6,13,41,50,1,"E",53,13
29898,0.74,"D",6,10,31,60,1,"D",53,9
29904,0.73,"C",9,0,45,50,4,"D",53,13
29919,0.69,"C",7,12,51,52,1,"E",53,13
29925,0.63,"D",10,2,42,58,6,"E",53,13
29929,0.62,"C",10,4,30,50,5,"D",53,13
29934,0.54,"D",8,11,21,50,6,"E",53,13
29965,0.3,"D",7,2,24,68,3,"E",53,7
29973,0.04,"D",6,12,41,50,5,"E",53,13
29993,0.58,"B",7,5,43,58,1,"D",53,13
29995,1,"B",4,17,40,50,1,"E",53,13
30029,1,"D",7,8,32,50,4,"E",53,13
30037,0.89,"D",6,5,46,50,4,"E",53,13
30051,1,"D",4,12,39,50,3,"D",53,13
30088,0.89,"D",6,14,38,50,2,"D",53,13
30105,0.66,"D",4,6,35,50,2,"D",53,13
30106,0.31,"D",5,1,35,50,3,"D",53,13
30125,0.86,"C",5,18,40,50,3,"E",53,13
30163,0.04,"B",5,0,46,50,2,"D",53,13
30184,0.49,"C",7,12,33,65,2,"D",53,7
30187,1,"D",4,16,37,60,1,"E",53,9
30202,0.85,"D",5,13,49,50,2,"E",53,13
30207,1,"B",5,3,46,50,1,"D",53,13
30243,1,"D",7,4,30,57,3,"E",53,10
30290,0.58,"C",6,8,29,51,3,"D",53,12
30315,0.79,"C",7,17,31,68,1,"E",53,7
30327,0.37,"C",6,11,30,90,2,"E",53,2
30368,1,"C",7,1,43,50,1,"D",53,13
30405,0.28,"C",9,14,40,72,10,"D",53,6
30427,1,"C",7,2,28,57,12,"E",53,10
30441,0.57,"E",4,13,49,90,1,"E",53,2
30451,0.46,"C",7,12,27,100,2,"E",53,0
30511,0.05,"B",8,4,48,50,6,"D",53,13
30523,0.08,"C",5,8,29,56,2,"D",53,13
30571,0.43,"D",6,8,56,50,1,"D",53,13
30594,1,"C",6,14,50,50,3,"D",53,13
30608,0.33,"D",7,14,41,68,3,"D",52,7
30637,1,"D",6,13,39,50,1,"E",82,13
30703,0.35,"C",9,11,20,100,6,"E",53,0
30709,1,"C",6,10,29,50,1,"D",53,13
30735,0.59,"C",7,11,45,50,2,"D",53,13
30828,1,"A",4,8,31,71,1,"E",24,6
30888,1,"D",11,15,54,50,1,"E",23,13
30896,0.66,"B",6,14,38,50,1,"D",24,13
30924,0.74,"D",4,9,22,85,4,"E",74,3
30950,0.89,"C",9,2,45,50,12,"E",24,13
31003,1,"A",6,14,60,50,1,"D",24,13
31038,1,"D",7,2,31,58,2,"D",54,13
31043,1,"C",7,7,31,60,2,"E",54,9
31049,1,"B",6,8,38,50,1,"D",54,13
31121,0.63,"C",6,7,28,68,2,"D",54,7
31142,1,"D",5,7,38,50,2,"D",54,13
31158,0.33,"D",8,4,30,50,6,"D",54,13
31178,1,"C",7,3,66,50,10,"D",54,13
31183,0.06,"D",6,7,42,62,1,"D",54,13
31229,0.6,"D",8,0,27,54,2,"D",54,11
31243,0.1,"C",4,13,33,50,6,"E",24,13
31246,1,"A",6,12,34,50,1,"E",24,13
31260,0.00819672131147541,"C",4,2,31,83,2,"E",26,3
31317,0.95,"A",7,12,28,85,2,"E",24,3
31338,0.31,"C",4,10,55,51,5,"E",91,12
31386,1,"C",5,8,44,50,2,"E",25,13
31441,0.56,"A",4,6,53,50,2,"E",26,13
31468,0.24,"E",5,3,30,67,3,"D",52,7
31481,0.43,"A",10,14,34,50,12,"D",26,13
31493,1,"B",7,14,29,57,6,"E",26,10
31569,0.92,"E",4,2,44,58,2,"E",83,13
31589,0.96,"D",5,2,27,54,5,"E",24,11
31614,0.03,"A",7,15,50,52,5,"E",26,13
31685,1,"C",5,24,20,106,1,"E",26,-1
31720,0.75,"B",5,14,24,72,2,"E",26,6
31741,1,"A",6,11,53,50,2,"D",24,13
31743,0.3,"A",12,2,40,50,12,"E",26,13
31748,1,"A",4,1,44,50,1,"E",26,13
31753,0.19,"A",9,11,37,87,2,"E",74,2
31775,0.39,"C",7,13,24,85,1,"E",26,3
31783,1,"C",5,14,28,68,2,"E",26,7
31853,0.66,"A",4,11,55,50,2,"D",26,13
31875,0.32,"A",7,3,44,60,3,"E",26,9
31936,1,"C",10,1,48,50,12,"E",26,13
31988,0.21,"C",10,0,47,50,3,"D",26,13
31991,0.03,"C",7,4,47,50,3,"D",26,13
31998,0.27,"A",7,11,50,68,2,"E",26,7
32004,1,"C",5,11,47,50,3,"E",26,13
32012,0.02,"A",5,14,58,50,2,"E",26,13
32014,0.07,"A",6,3,31,54,12,"D",26,11
32046,0.03,"A",8,0,35,50,1,"D",24,13
32049,1,"C",4,9,44,50,1,"D",24,13
32090,1,"A",4,15,66,50,2,"E",24,13
32103,1,"A",6,12,48,50,2,"D",24,13
32145,0.96,"B",9,10,58,50,2,"E",24,13
32148,0.03,"D",5,0,70,50,1,"D",24,13
32191,0.75,"E",7,1,67,50,2,"E",11,13
32221,1,"A",10,9,45,50,2,"D",24,13
32225,1,"A",4,9,58,50,6,"E",24,13
32234,1,"A",8,12,66,50,1,"D",24,13
32244,0.02,"A",4,17,51,50,1,"E",24,13
32258,1,"D",11,14,60,50,1,"E",24,13
32291,0.38,"A",6,17,53,50,12,"E",83,13
32295,1,"A",4,6,27,54,2,"D",24,11
32340,1,"A",5,3,28,50,2,"D",24,13
32342,1,"A",5,1,28,51,3,"D",24,12
32382,1,"A",7,12,53,50,1,"E",83,13
32425,0.82,"A",6,0,73,50,2,"D",24,13
32510,1,"C",8,2,31,112,6,"D",54,-1
32517,1,"B",5,4,77,50,2,"E",54,13
32538,1,"C",7,12,44,50,2,"D",54,13
32558,1,"C",4,10,26,72,2,"E",54,6
32564,0.13,"C",7,4,42,50,4,"E",54,13
32572,0.43,"B",4,16,20,90,5,"E",54,2
32583,0.17,"A",9,13,26,125,5,"E",54,-1
32584,0.19,"A",9,11,26,125,5,"E",54,-1
32597,0.63,"C",4,10,20,95,1,"E",54,1
32651,0.47,"C",8,7,24,72,4,"E",54,6
32661,1,"B",8,19,34,64,1,"E",24,8
32687,0.17,"C",11,20,45,50,1,"E",24,13
32722,0.52,"E",5,5,38,80,5,"D",42,4
32728,0.1,"A",7,12,21,85,2,"E",24,3
32799,1,"C",6,6,34,50,2,"D",24,13
32838,1,"B",7,5,39,50,1,"D",24,13
32883,1,"A",6,10,35,50,1,"D",24,13
32889,1,"C",7,3,54,50,1,"E",24,13
32895,1,"C",9,12,52,50,1,"E",24,13
32905,1,"E",4,9,63,50,2,"E",93,13
32926,1,"A",4,19,39,54,1,"E",24,11
32953,1,"C",10,12,51,60,2,"D",24,9
32993,1,"B",4,11,37,50,3,"D",24,13
32997,1,"A",5,6,29,50,3,"D",24,13
33007,1,"B",6,13,53,50,1,"D",24,13
33028,0.24,"C",6,10,40,50,1,"D",24,13
33105,1,"C",7,17,44,50,1,"E",24,13
33107,1,"C",15,25,44,50,2,"E",24,13
33111,1,"F",8,17,28,106,11,"E",11,-1
33122,0.03,"C",5,10,20,100,4,"E",24,0
33123,0.07,"C",5,10,20,100,4,"E",24,0
33201,1,"C",5,4,32,69,2,"D",54,6
33214,1,"D",8,6,58,50,2,"D",54,13
33227,1,"F",7,11,68,50,2,"D",11,13
33229,0.24,"C",4,19,33,60,2,"E",54,9
33243,1,"D",4,10,67,50,1,"E",54,13
33268,1,"D",10,8,26,90,2,"D",54,2
33297,1,"F",7,4,47,50,6,"E",11,13
33363,1,"C",7,10,63,50,1,"E",54,13
33368,1,"A",5,7,60,50,2,"D",72,13
33377,0.03,"A",4,13,45,95,5,"E",54,1
33413,0.36,"B",9,29,29,66,2,"E",54,7
33414,1,"D",7,1,41,71,4,"E",54,6
33436,0.12,"D",6,13,34,50,1,"D",54,13
33458,1,"A",6,1,27,57,12,"D",54,10
33473,0.71,"D",5,4,23,95,1,"D",54,1
33511,0.95,"D",7,6,48,50,1,"E",54,13
33530,0.81,"B",4,2,37,50,1,"E",54,13
33539,0.08,"A",5,13,27,60,2,"D",54,9
33546,0.05,"B",6,12,32,68,6,"D",54,7
33606,0.2,"E",7,8,26,85,1,"D",11,3
33703,1,"A",4,12,51,50,2,"E",54,13
33708,1,"B",6,7,58,50,13,"D",52,13
33876,1,"D",6,3,51,55,2,"D",54,13
33919,0.01,"A",5,5,72,50,1,"E",54,13
33948,0.99,"D",7,12,39,52,13,"E",54,13
33959,1,"D",4,11,43,51,14,"E",54,12
33969,1,"D",5,9,73,51,5,"D",54,12
33974,0.91,"C",5,9,22,85,5,"D",54,3
34004,1,"B",7,8,49,50,1,"D",54,13
34012,1,"C",5,12,49,50,14,"E",54,13
34032,0.01,"A",6,0,37,50,1,"D",54,13
34036,0.6,"C",9,2,35,80,11,"D",52,4
34071,0.34,"D",12,3,30,50,10,"D",54,13
34073,0.03,"D",8,1,30,50,3,"E",54,13
34076,0.54,"B",9,2,38,72,1,"D",54,6
34106,0.31,"A",9,15,36,85,1,"E",54,3
34113,1,"A",10,17,62,50,2,"D",54,13
34131,0.12,"A",7,5,45,50,10,"D",52,13
34137,1,"A",6,5,30,57,2,"E",54,10
34140,0.06,"B",6,4,23,100,2,"D",54,0
34151,0.05,"C",5,2,31,54,1,"D",54,11
34158,1,"A",4,9,29,51,2,"E",54,12
